"","vVirusNameCorrected","hHostNameFinal","WildDomInReference","DetectionMethod","DetectionQuality","Reference"
"2393","European_bat_lyssavirus_2","Rhinolophus_ferrumequinum","wild","Isolation",2,"Calisher et al. 2006"
"2394","Hantaan_virus","Rhinolophus_ferrumequinum","wild","Isolation",2,"Kim et al. 1994"
"2395","Issyk-Kul_virus","Rhinolophus_ferrumequinum","wild","Isolation",2,"Calisher et al. 2006"
"2396","Japanese_encephalitis_virus","Rhinolophus_ferrumequinum","wild","Antibodies",0,"Calisher et al. 2006; Sulkin & Allen 1974; Miura et al. 1970"
"2397","Puumala_virus","Rhinolophus_ferrumequinum","wild","PCR",2,"Lee et al. 1998; Yun et al. 1999"
"2398","Rabies_virus","Rhinolophus_ferrumequinum","wild","Antibodies",0,"Jiang et al. 2010"
"2399","Severe_acute_respiratory_syndrome-related_coronavirus","Rhinolophus_ferrumequinum","wild","Isolation",2,"Calisher et al. 2006"
"2400","Mount_Elgon_bat_virus","Rhinolophus_hildebrandtii","wild","Isolation",2,"Metselaar et al. 1969"
"2401","Issyk-Kul_virus","Rhinolophus_lepidus","wild","Isolation",2,"Calisher et al. 2006"
"2402","Severe_acute_respiratory_syndrome-related_coronavirus","Rhinolophus_macrotis","wild","Isolation",2,"Calisher et al. 2006"
"2403","Severe_acute_respiratory_syndrome-related_coronavirus","Rhinolophus_mehelyi","wild","PCR",2,"Drexler et al. 2010"
"2404","Severe_acute_respiratory_syndrome-related_coronavirus","Rhinolophus_pearsonii","wild","Isolation",2,"Calisher et al. 2006"
"2405","Japanese_encephalitis_virus","Rhinolophus_pusillus","wild","Isolation",2,"Calisher et al. 2006"
"2406","Oita_virus","Rhinolophus_pusillus","wild","Isolation",2,"Calisher et al. 2006"
"2407","Rabies_virus","Rhinolophus_pusillus","wild","Antibodies",0,"Jiang et al. 2010"
"2408","Severe_acute_respiratory_syndrome-related_coronavirus","Rhinolophus_pusillus","wild","Antibodies",0,"Li et al. 2005"
"2409","Japanese_encephalitis_virus","Rhinolophus_rouxii","wild","Antibodies",0,"Cui et al. 2008"
"2410","Kyasanur_Forest_disease_virus","Rhinolophus_rouxii","wild","Isolation",2,"Calisher et al. 2006"
"2411","Nipah_virus","Rhinolophus_sinicus","wild","Antibodies",0,"Li et al. 2008"
"2412","Severe_acute_respiratory_syndrome-related_coronavirus","Rhinolophus_sinicus","wild","Isolation",2,"Calisher et al. 2006"
"2413","Porcine_rubulavirus","Rhogeessa_parvula","wild","Antibodies",0,"Salas-Rojas et al. 2004"
"2414","Cowpox_virus","Rhombomys_opimus","wild","Isolation",2,"Marennikova et al. 1978"
"2415","Isfahan_virus","Rhombomys_opimus","wild","Antibodies",0,"Tesh et al. 1977"
"2416","Eastern_equine_encephalitis_virus","Rhynchonycteris_naso","wild","Antibodies",0,"Ubico & McLean 1995"
"2417","Chikungunya_virus","Rousettus_aegyptiacus","wild","Isolation",2,"Calisher et al. 2006"
"2418","European_bat_lyssavirus_1","Rousettus_aegyptiacus","wild","Isolation",2,"Calisher et al. 2006"
"2419","Kasokero_virus","Rousettus_aegyptiacus","wild","Isolation",2,"Kalunda et al. 1986; Calisher et al. 2006"
"2420","Lagos_bat_virus","Rousettus_aegyptiacus","wild","Isolation",2,"Markotter et al. 2008"
"2421","Lake_Victoria_marburgvirus","Rousettus_aegyptiacus","wild","PCR",2,"Pourrut et al. 2009"
"2422","Shamonda_virus","Rousettus_aegyptiacus","wild","Isolation",2,"Addy et al. 1978"
"2423","West_Nile_virus","Rousettus_aegyptiacus","wild","Antibodies",0,"Bunde et al. 2006"
"2424","Yogue_virus","Rousettus_aegyptiacus","wild","Isolation",2,"Calisher et al. 2006"
"2425","Zaire_ebolavirus","Rousettus_aegyptiacus","wild","PCR",2,"Leroy et al. 2004"
"2426","Australian_bat_lyssavirus","Rousettus_amplexicaudatus","wild","Antibodies",0,"Arguin et al. 2002"
"2427","Reston_ebolavirus","Rousettus_amplexicaudatus","wild","Antibodies",0,"Taniguchi et al. 2011"
"2428","Chikungunya_virus","Rousettus_leschenaultii","wild","Isolation",2,"Yu et al. 1989"
"2429","Dengue_virus","Rousettus_leschenaultii","wild","PCR",2,"Wong et al. 2007"
"2430","Influenza_A_virus","Rousettus_leschenaultii","wild","Antibodies",0,"Kelkar et al. 1981"
"2431","Japanese_encephalitis_virus","Rousettus_leschenaultii","wild","Isolation",2,"Wang et al. 2009"
"2432","Kyasanur_Forest_disease_virus","Rousettus_leschenaultii","wild","Antibodies",0,"Bhat et al. 1978"
"2433","Nelson_Bay_orthoreovirus","Rousettus_leschenaultii","wild","Isolation",2,"Calisher et al. 2006; Du et al. 2010"
"2434","Nipah_virus","Rousettus_leschenaultii","wild","Antibodies",0,"Li et al. 2008"
"2435","Rabies_virus","Rousettus_leschenaultii","wild","Antibodies",0,"Jiang et al. 2010"
"2436","Reston_ebolavirus","Rousettus_leschenaultii","wild","Antibodies",0,"Olival et al. 2013"
"2437","Severe_acute_respiratory_syndrome-related_coronavirus","Rousettus_leschenaultii","wild","Antibodies",0,"Li et al. 2005"
"2438","West_Nile_virus","Rousettus_leschenaultii","wild","Isolation",2,"Paul et al. 1970"
"2439","Zaire_ebolavirus","Rousettus_leschenaultii","wild","Antibodies",0,"Olival et al. 2012"
"2440","Tioman_virus","Rousettus_madagascariensis","wild","Antibodies",0,"Iehle et al. 2007"
"2441","Border_disease_virus","Rupicapra_pyrenaica","wild","PCR",2,"Fernandez-Sirera et al. 2012"
"2442","Bovine_viral_diarrhea_virus_1","Rupicapra_pyrenaica","wild","PCR",2,"Arnal et al. 2004"
"2443","Bovine_herpesvirus_2","Rupicapra_rupicapra","wild","Antibodies",0,"Thiry et al. 1988"
"2444","Foot-and-mouth_disease_virus","Rusa_unicolor","domestic","Isolation",2,"Barman et al. 1999"
"2445","Australian_bat_lyssavirus","Saccolaimus_flaviventris","wild","Isolation",2,"Calisher et al. 2006; Wong et al. 2007"
"2446","Australian_bat_lyssavirus","Saccolaimus_saccolaimus","wild","Isolation",2,"Calisher et al. 2006"
"2447","Yellow_fever_virus","Saguinus_geoffroyi","wild","Antibodies",0,"Seymour et al. 1983a"
"2448","GB_virus_A","Saguinus_labiatus","wild","PCR",2,"Bukh & Apgar 1997"
"2449","GB_virus_B","Saguinus_labiatus","captive","Isolation",2,"Simons et al. 1995b"
"2450","Torque_Teno_virus","Saguinus_labiatus","wild","PCR",2,"Okamoto et al. 2000"
"2451","Callitrichine_herpesvirus_1","Saguinus_midas","wild","Isolation",2,"de Thoisy et al. 2003"
"2452","Mayaro_virus","Saguinus_midas","wild","Antibodies",0,"de Thoisy et al. 2003"
"2453","GB_virus_A","Saguinus_mystax","wild","PCR",2,"Bukh & Apgar 1997"
"2454","GB_virus_A","Saguinus_nigricollis","wild","PCR",2,"Bukh & Apga 1997"
"2455","GB_virus_A","Saguinus_oedipus","wild","PCR",2,"Bukh & Apgar 1997"
"2456","Torque_Teno_virus","Saguinus_oedipus","wild","PCR",2,"Catroxo et al. 2008"
"2457","Foot-and-mouth_disease_virus","Saiga_tatarica","wild","Isolation",2,"Weaver et al. 2013"
"2458","Encephalomyocarditis_virus","Saimiri_sciureus","wild","Isolation",2,"Roca-Garcia 1957"
"2459","Mayaro_virus","Saimiri_sciureus","wild","Antibodies",0,"de Thoisy et al. 2003"
"2460","Measles_virus","Saimiri_sciureus","wild","Isolation",2,"Fowler & Miller. 2003"
"2461","Saimiriine_herpesvirus_1","Saimiri_sciureus","wild","Isolation",2,"Daniel et al. 1967"
"2462","Saimiriine_herpesvirus_2","Saimiri_sciureus","wild","Isolation",2,"Falk et al. 1972"
"2463","Simian_foamy_virus","Saimiri_sciureus","wild","Isolation",2,"Johnston et al. 1971"
"2464","Squirrel_monkey_retrovirus","Saimiri_sciureus","captive","Isolation",2,"Heberling et al. 1977"
"2465","California_encephalitis_virus","Sciurus_carolinensis","wild","Antibodies",0,"Moulton & Thompson 1971"
"2466","Eastern_equine_encephalitis_virus","Sciurus_carolinensis","wild","Antibodies",0,"Karstad et al. 1960"
"2467","Encephalomyocarditis_virus","Sciurus_carolinensis","wild","Isolation",2,"Vizoso and Hay 1965"
"2468","Lymphocytic_choriomeningitis_virus","Sciurus_carolinensis","wild","Antibodies",0,"Greenwood & Sanchez 2002"
"2469","Minute_virus_of_mice","Sciurus_carolinensis","wild","Antibodies",0,"Committee on Infectious Disease in Mice and Rats 1991; Greenwood & Sanchez 2002"
"2470","Murid_herpesvirus_1","Sciurus_carolinensis","wild","Antibodies",0,"Greenwood & Sanchez 2002"
"2471","Murine_pneumonia_virus","Sciurus_carolinensis","wild","Antibodies",0,"Greenwood & Sanchez 2002"
"2472","Powassan_virus","Sciurus_carolinensis","wild","Antibodies",0,"McLean et al. 1967"
"2473","Rabies_virus","Sciurus_carolinensis","wild","Antibodies",0,"Childs et al. 1997"
"2474","Sendai_virus","Sciurus_carolinensis","wild","Antibodies",0,"Greenwood & Sanchez 2002"
"2475","Squirrel_fibroma_virus","Sciurus_carolinensis","wild","PCR",2,"Bangari et al. 2009"
"2476","Squirrel_parapoxvirus","Sciurus_carolinensis","wild","Isolation",2,"Bruemmer et al. 2010"
"2477","St._Louis_encephalitis_virus","Sciurus_carolinensis","wild","Antibodies",0,"Day et al. 1996"
"2478","Theilovirus","Sciurus_carolinensis","wild","Antibodies",0,"Greenwood & Sanchez 2002"
"2479","Vesicular_stomatitis_New_Jersey_virus","Sciurus_carolinensis","wild","SNT",1,"Jenney et al. 1975"
"2480","West_Nile_virus","Sciurus_carolinensis","wild","Antibodies",0,"Root et al. 2005"
"2481","Venezuelan_equine_encephalitis_virus","Sciurus_granatensis","wild","Antibodies",0,"Grayson & Galindo 1968"
"2482","Colorado_tick_fever_virus","Sciurus_griseus","wild","Isolation",2,"Acha & Szyfres 2003; Johnson et al. 1997"
"2483","Western_equine_encephalitis_virus","Sciurus_griseus","wild","hemmaglutination",0,"Hardy 1987"
"2484","California_encephalitis_virus","Sciurus_niger","wild","Antibodies",0,"Moulton & Thompson 1971"
"2485","Eastern_equine_encephalitis_virus","Sciurus_niger","wild","Antibodies",0,"Karstad et al. 1960"
"2486","Rabies_virus","Sciurus_niger","wild","Antibodies",0,"Childs et al. 1997"
"2487","West_Nile_virus","Sciurus_niger","wild","Antibodies",0,"Root et al. 2005"
"2488","Venezuelan_equine_encephalitis_virus","Sciurus_variegatoides","wild","Antibodies",0,"Grayson & Galindo 1968"
"2489","Encephalomyocarditis_virus","Sciurus_vulgaris","wild","Isolation",2,"Knowles et al. 1998"
"2490","Ljungan_virus","Sciurus_vulgaris","wild","PCR",2,"Romeo et al. 2014"
"2491","Lymphocytic_choriomeningitis_virus","Sciurus_vulgaris","wild","PCR",2,"Blasdell et al. 2008"
"2492","Squirrel_adenovirus","Sciurus_vulgaris","wild","PCR",2,"Sainsbury et al. 2001"
"2493","Squirrel_parapoxvirus","Sciurus_vulgaris","wild","Isolation",2,"Thomas et al. 2003"
"2494","Australian_bat_lyssavirus","Scotophilus_kuhlii","wild","Antibodies",0,"Arguin et al. 2002"
"2495","Chikungunya_virus","Scotophilus_kuhlii","wild","Isolation",2,"Calisher et al. 2006"
"2496","Dengue_virus","Scotophilus_kuhlii","wild","Antibodies",0,"Sulkin et al. 1974; Johnsen et al. 1974"
"2497","Issyk-Kul_virus","Scotophilus_kuhlii","wild","Isolation",2,"Calisher et al. 2006; Calisher 2009"
"2498","Nipah_virus","Scotophilus_kuhlii","wild","Antibodies",0,"WHO"
"2499","Dakar_bat_virus","Scotophilus_nigrita","wild","Isolation",2,"CDC Arbocat Report 1985"
"2500","Kyasanur_Forest_disease_virus","Semnopithecus_entellus","wild","Isolation",2,"Sreenivasan et al. 1986"
"2501","Langur_virus","Semnopithecus_entellus","wild","Isolation",2,"Nandi et al. 2006"
"2502","Measles_virus","Semnopithecus_entellus","wild","Antibodies",0,"Bhatt et al. 1966"
"2503","Simian_virus_5","Semnopithecus_entellus","wild","Antibodies",0,"Bhatt et al. 1966"
"2504","Trubanaman_virus","Setonix_brachyurus","wild","Antibodies",0,"Johansen et al. 2005"
"2505","Cano_Delgadito_virus","Sigmodon_alstoni","wild","Isolation",2,"Fulhorst et al. 1997"
"2506","Guanarito_virus","Sigmodon_alstoni","wild","Isolation",2,"Gonzalez et al. 2007"
"2507","Pirital_virus","Sigmodon_alstoni","wild","isolation",2,"Fulhorst et al. 1999"
"2508","Bayou_virus","Sigmodon_hispidus","wild","Antibodies",0,"Holsomback et al. 2009"
"2509","Black_Creek_Canal_virus","Sigmodon_hispidus","wild","Isolation",2,"Rollin et al. 1995"
"2510","Bunyamwera_virus","Sigmodon_hispidus","wild","Isolation",2,"Calisher et al. 1986"
"2511","Cowbone_Ridge_virus","Sigmodon_hispidus","wild","Isolation",2,"Calisher et al. 1969"
"2512","Eastern_equine_encephalitis_virus","Sigmodon_hispidus","wild","Isolation",2,"Day et al. 1996"
"2513","Encephalomyocarditis_virus","Sigmodon_hispidus","wild","Isolation",2,"Tesh & Wallace 1978"
"2514","Everglades_virus","Sigmodon_hispidus","wild","Antibodies",0,"Day et al. 1996"
"2515","Guama_virus","Sigmodon_hispidus","wild","Isolation",2,"Shope et al. 1988"
"2516","Guanarito_virus","Sigmodon_hispidus","wild","Isolation",2,"Acha & Szyfres 2003; Salas et al. 1991"
"2517","Highlands_J_virus","Sigmodon_hispidus","wild","Antibodies",0,"Day et al. 1996"
"2518","Jutiapa_virus","Sigmodon_hispidus","wild","Isolation",2,"Varelas-Wesley et al. 1982"
"2519","Muleshoe_virus","Sigmodon_hispidus","wild","PCR",2,"Rawlings et al. 1996"
"2520","Patois_virus","Sigmodon_hispidus","wild","Isolation",2,"Galindo et al. 1966"
"2521","Sal_Vieja_virus","Sigmodon_hispidus","wild","Isolation",2,"Varelas-Wesley et al. 1982"
"2522","San_Perlita_virus","Sigmodon_hispidus","wild","Isolation",2,"Varelas-Wesley et al. 1982"
"2523","St._Louis_encephalitis_virus","Sigmodon_hispidus","wild","Antibodies",0,"Day et al. 1996"
"2524","Tamiami_virus","Sigmodon_hispidus","wild","Isolation",2,"Calisher et al. 1970"
"2525","Venezuelan_equine_encephalitis_virus","Sigmodon_hispidus","wild","Isolation",2,"Acha & Szyfres 2003; Chamberlain et al. 1964; Grayson & Galindo 1968; Lord 1973"
"2526","Vesicular_stomatitis_Indiana_virus","Sigmodon_hispidus","wild","plaque reduction neutralization",1,"Tesh et al. 1969"
"2527","Vesicular_stomatitis_New_Jersey_virus","Sigmodon_hispidus","wild","Antibodies",0,"Jimenez et al. 1996"
"2528","West_Nile_virus","Sigmodon_hispidus","wild","Antibodies",0,"Dietrich et al. 2005"
"2529","Zegla_virus","Sigmodon_hispidus","wild","Isolation",2,"Srihongse et al. 1966"
"2530","Whitewater_Arroyo_virus","Sigmodon_toltecus","wild","Antibodies",0,"Milazzo et al. 2010"
"2531","Andes_virus","Oryzomys_angouya","wild","Antibodies",0,"de Oliveira et al. 2011"
"2532","Flexal_virus","Oryzomys_angouya","wild","Isolation",2,"Gonzalez et al. 2007"
"2533","Parana_virus","Oryzomys_angouya","wild","Isolation",2,"Webb et al. 1970; and Charrel et al. 2008"
"2534","Vaccinia_virus","Oryzomys_angouya","wild","PRNT",1,"Peres et al. 2013"
"2535","Uukuniemi_virus","Sorex_araneus","wild","Antibodies",0,"Traavik et al. 1977"
"2536","Colorado_tick_fever_virus","Spermophilus_beecheyi","wild","Antibodies",0,"Emmons 1994"
"2537","Ground_squirrel_hepatitis_virus","Spermophilus_beecheyi","wild","PCR",2,"Ranck et al. 2008; Marion et al. 1980"
"2538","Modoc_virus","Spermophilus_beecheyi","wild","Antibodies",0,"Hardy et al. 1974"
"2539","St._Louis_encephalitis_virus","Spermophilus_beecheyi","wild","Antibodies",0,"Hardy et al. 1974"
"2540","Western_equine_encephalitis_virus","Spermophilus_beecheyi","wild","hemmaglutination",0,"Hardy 1987"
"2541","Sciurid_herpesvirus_1","Spermophilus_citellus","wild","Isolation",2,"Diosi et al. 1967"
"2542","Sciurid_herpesvirus_2","Spermophilus_citellus","wild","Isolation",2,"Diosi et al. 1975"
"2543","Colorado_tick_fever_virus","Spermophilus_columbianus","wild","Isolation",2,"Eklund et al. 1958"
"2544","Cowpox_virus","Spermophilus_fulvus","wild","Isolation",2,"Marennikova 1979"
"2545","Colorado_tick_fever_virus","Spermophilus_lateralis","wild","Isolation",2,"Carey et al. 1980"
"2546","Arctic_squirrel_hepatitis_virus","Spermophilus_parryii","wild","PCR",2,"Testut et al. 1996"
"2547","Colorado_tick_fever_virus","Spermophilus_richardsonii","wild","Isolation",2,"Carey et al. 1980"
"2548","Ground_squirrel_hepatitis_virus","Spermophilus_richardsonii","wild","SouthernBlot",0,"Tennant et al. 1991; Minuk et al. 1986"
"2549","Western_equine_encephalitis_virus","Spermophilus_richardsonii","wild","Antibodies",0,"Leung et al. 1975"
"2550","Eastern_equine_encephalitis_virus","Spermophilus_tridecemlineatus","wild","Antibodies",0,"Karstad et al. 1960"
"2551","Rabies_virus","Spermophilus_tridecemlineatus","wild","Antibodies",0,"Childs et al. 1997"
"2552","Rabies_virus","Spermophilus_undulatus","wild","PCR",2,"Kuzmin et al. 2004"
"2553","Rabies_virus","Spermophilus_variegatus","wild","Antibodies",0,"Suzan & Ceballos 2005"
"2554","Cetacean_morbillivirus_virus","Stenella_coeruleoalba","wild","PCR",2,"Aguilar & Raga 1993"
"2555","Dengue_virus","Sturnira_lilium","wild","Antibodies",0,"Aguilar-Setien et al. 2008"
"2556","Eastern_equine_encephalitis_virus","Sturnira_lilium","wild","Antibodies",0,"Ubico & McLean 1995"
"2557","Mapuera_virus","Sturnira_lilium","wild","Isolation",2,"Calisher et al. 2006"
"2558","Rabies_virus","Sturnira_lilium","wild","Antibodies",0,"Price and Everard 1977"
"2559","Rio_Bravo_virus","Sturnira_lilium","wild","Antibodies",0,"Ubico and McLean 1995"
"2560","St._Louis_encephalitis_virus","Sturnira_lilium","wild","Antibodies",0,"Sabattini et al. 1965"
"2561","Tacaribe_virus","Sturnira_lilium","wild","Antibodies",0,"Price et al. 1978"
"2562","Tamana_bat_virus","Sturnira_lilium","wild","Antibodies",0,"Price 1978"
"2563","Venezuelan_equine_encephalitis_virus","Sturnira_lilium","wild","Antibodies",0,"Ubico & McLean 1995"
"2564","Vesicular_stomatitis_Indiana_virus","Sturnira_lilium","wild","plaque reduction neutralization",1,"Ubico & McLean 1995"
"2565","Vesicular_stomatitis_New_Jersey_virus","Sturnira_lilium","wild","Antibodies",0,"Ubico & McLean 1995"
"2566","Venezuelan_equine_encephalitis_virus","Sturnira_ludovici","wild","Antibodies",0,"Ubico & McLean 1995"
"2567","St._Louis_encephalitis_virus","Sturnira_tildae","wild","Antibodies",0,"Price et al. 1978"
"2568","Kyasanur_Forest_disease_virus","Suncus_murinus","wild","Antibodies",0,"Webb et al. 1965"
"2569","Thottapalayam_virus","Suncus_murinus","wild","Isolation",2,"Carey et al. 1971"
"2570","Rabies_virus","Suricata_suricatta","wild","PCR",2,"van Zyl et al. 2010"
"2571","African_swine_fever_virus","Sus_scrofa","domestic","Isolation",2,"ICTV database"
"2572","Banna_virus","Sus_scrofa","domestic","Isolation",2,"Tao et al. 2005"
"2573","Border_disease_virus","Sus_scrofa","domestic","PCR",2,"Roehe et al. 1992"
"2574","Borna_disease_virus","Sus_scrofa","domestic","PCR",2,"Zhang et al. 2014"
"2575","Bovine_viral_diarrhea_virus_1","Sus_scrofa","domestic","PCR",2,"Van Gennip et al. 1999"
"2576","Classical_swine_fever_virus","Sus_scrofa","domestic","Isolation",2,"Kosmidou et al 1998"
"2577","Encephalomyocarditis_virus","Sus_scrofa","domestic","Isolation",2,"Tesh and Wallace 1978"
"2578","Foot-and-mouth_disease_virus","Sus_scrofa","domestic","Isolation",2,"Ghoneim et al. 2010"
"2579","Getah_virus","Sus_scrofa","domestic","Isolation",2,"Attoui et al. 2007"
"2580","Hepatitis_E_virus","Sus_scrofa","domestic","Antibodies",0,"Taylor et al. 2001;http://www.uniprot.org/uniprot/Q2A069"
"2581","Human_picobirnavirus","Sus_scrofa","domestic","PCR",2,"Banyai et al. 2008"
"2582","Influenza_A_virus","Sus_scrofa","wild","Antibodies",0,"Kaden et al. 2008"
"2583","Influenza_C_virus","Sus_scrofa","domestic","Isolation",2,"Kimura et al. 1997"
"2584","Japanese_encephalitis_virus","Sus_scrofa","domestic","Isolation",2,"Nitatpattana et al. 2000"
"2585","Menangle_virus","Sus_scrofa","domestic","Isolation",2,"Bowden et al. 2001"
"2586","Ndumu_virus","Sus_scrofa","domestic","RNA",2,"Masembe et al. 2012"
"2587","Nipah_virus","Sus_scrofa","domestic","Isolation",2,"Calisher et al. 2006"
"2588","Norwalk_virus","Sus_scrofa","domestic","Antibodies",0,"Farkas et al. 2005"
"2589","Ovine_herpesvirus_2","Sus_scrofa","domestic","PCR",2,"Wessels et al. 2011"
"2590","Patois_virus","Sus_scrofa","domestic","Antibodies",0,"Scherer et al. 1972"
"2591","Porcine_adenovirus_A","Sus_scrofa","domestic","Isolation",2,"Derbyshire et al. 1966"
"2592","Porcine_adenovirus_B","Sus_scrofa","domestic","Isolation",2,"Kasza et al. 1966"
"2593","Porcine_adenovirus_C","Sus_scrofa","domestic","Isolation",2,"Tuboly et al. 1995"
"2594","Porcine_astrovirus","Sus_scrofa","domestic","PCR",2,"Indik et al. 2006"
"2595","Porcine_circovirus-1","Sus_scrofa","domestic","PCR",2,"Kim et al. 2001"
